  0.50   0.021284   0.021041
  1.50   0.018890   0.018797
  2.50   0.018786   0.018640
  3.50   0.019282   0.019538
  4.50   0.020597   0.020644
  5.50   0.022876   0.023240
  6.50   0.028583   0.029136
  7.50   0.032590   0.033090
  8.50   0.026527   0.025807
  9.50   0.021185   0.021277
 10.50   0.018100   0.018847
 11.50   0.017045   0.017348
 12.50   0.016371   0.016238
 13.50   0.015792   0.015472
 14.50   0.015189   0.015725
 15.50   0.014618   0.014549
 16.50   0.014411   0.014504
 17.50   0.013994   0.013970
 18.50   0.013960   0.014114
 19.50   0.014109   0.014292
 20.50   0.015135   0.014061
 21.50   0.014821   0.014483
 22.50   0.015263   0.015481
 23.50   0.017066   0.017385
 24.50   0.021346   0.021666
 25.50   0.023777   0.023443
 26.50   0.021875   0.021973
 27.50   0.018046   0.017758
 28.50   0.014601   0.014338
 29.50   0.012645   0.012727
 30.50   0.011698   0.011485
 31.50   0.011041   0.010935
 32.50   0.010623   0.010020
 33.50   0.010119   0.009726
 34.50   0.009337   0.009419
 35.50   0.009164   0.008931
 36.50   0.008994   0.009018
 37.50   0.008754   0.008624
 38.50   0.008399   0.008587
 39.50   0.008403   0.008434
 40.50   0.008270   0.008322
 41.50   0.008469   0.008012
 42.50   0.008684   0.008641
 43.50   0.008800   0.008852
 44.50   0.009569   0.009701
 45.50   0.010814   0.011340
 46.50   0.013394   0.013990
 47.50   0.014126   0.014706
 48.50   0.013915   0.013469
 49.50   0.011368   0.011324
 50.50   0.009230   0.009088
 51.50   0.007729   0.007482
 52.50   0.006840   0.006326
 53.50   0.006120   0.006260
 54.50   0.005806   0.005975
 55.50   0.005520   0.005544
 56.50   0.005322   0.005424
 57.50   0.005004   0.005059
 58.50   0.004933   0.004935
 59.50   0.004888   0.005254
 60.50   0.004838   0.004815
 61.50   0.004987   0.004973
 62.50   0.004987   0.004869
 63.50   0.005078   0.005387
 64.50   0.006269   0.006186
 65.50   0.006860   0.007043
 66.50   0.007278   0.007337
 67.50   0.007439   0.007411
 68.50   0.006827   0.007366
 69.50   0.006864   0.006786
 70.50   0.005558   0.005490
 71.50   0.004917   0.004596
 72.50   0.003759   0.003896
 73.50   0.003560   0.003528
 74.50   0.003006   0.003238
 75.50   0.003068   0.002989
 76.50   0.003072   0.003056
 77.50   0.003213   0.003114
 78.50   0.003689   0.003581
 79.50   0.004139   0.003735
 80.50   0.003817   0.003805
 81.50   0.003573   0.003573
 82.50   0.003370   0.003528
 83.50   0.003449   0.003341
 84.50   0.003556   0.003362
 85.50   0.003618   0.003648
 86.50   0.003387   0.003263
 87.50   0.003325   0.003308
 88.50   0.002895   0.002911
 89.50   0.002481   0.002497
 90.50   0.002403   0.002219
 91.50   0.002254   0.002203
 92.50   0.002014   0.002182
 93.50   0.002237   0.002335
 94.50   0.002241   0.002294
 95.50   0.002134   0.002232
 96.50   0.002572   0.002273
 97.50   0.002618   0.002377
 98.50   0.002274   0.002331
 99.50   0.001989   0.002041
100.50   0.001815   0.001669
101.50   0.001638   0.001722
102.50   0.001712   0.001710
103.50   0.001770   0.001813
104.50   0.001658   0.001677
105.50   0.001526   0.001627
106.50   0.001443   0.001329
107.50   0.001042   0.001337
108.50   0.001005   0.000973
109.50   0.000943   0.001014
110.50   0.000914   0.000998
111.50   0.000765   0.000766
112.50   0.000629   0.000733
113.50   0.000703   0.000716
114.50   0.000703   0.000596
115.50   0.000562   0.000563
116.50   0.000529   0.000406
117.50   0.000509   0.000368
118.50   0.000331   0.000315
119.50   0.000091   0.000087
120.50   0.000000   0.000000
121.50   0.000000   0.000000
122.50   0.000000   0.000000
123.50   0.000000   0.000000
124.50   0.000000   0.000000
125.50   0.000000   0.000000
126.50   0.000000   0.000000
127.50   0.000000   0.000000
128.50   0.000000   0.000000
129.50   0.000000   0.000000
130.50   0.000000   0.000000
131.50   0.000000   0.000000
132.50   0.000000   0.000000
133.50   0.000000   0.000000
134.50   0.000000   0.000000
135.50   0.000000   0.000000
136.50   0.000000   0.000000
137.50   0.000000   0.000000
138.50   0.000000   0.000000
139.50   0.000000   0.000000
140.50   0.000000   0.000000
141.50   0.000000   0.000000
142.50   0.000000   0.000000
143.50   0.000000   0.000000
144.50   0.000000   0.000000
145.50   0.000000   0.000000
146.50   0.000000   0.000000
147.50   0.000000   0.000000
148.50   0.000000   0.000000
149.50   0.000000   0.000000
150.50   0.000000   0.000000
151.50   0.000000   0.000000
152.50   0.000000   0.000000
153.50   0.000000   0.000000
154.50   0.000000   0.000000
155.50   0.000000   0.000000
156.50   0.000000   0.000000
157.50   0.000000   0.000000
158.50   0.000000   0.000000
159.50   0.000000   0.000000
160.50   0.000000   0.000000
161.50   0.000000   0.000000
162.50   0.000000   0.000000
163.50   0.000000   0.000000
164.50   0.000000   0.000000
165.50   0.000000   0.000000
166.50   0.000000   0.000000
167.50   0.000000   0.000000
168.50   0.000000   0.000000
169.50   0.000000   0.000000
170.50   0.000000   0.000000
171.50   0.000000   0.000000
172.50   0.000000   0.000000
173.50   0.000000   0.000000
174.50   0.000000   0.000000
175.50   0.000000   0.000000
176.50   0.000000   0.000000
177.50   0.000000   0.000000
178.50   0.000000   0.000000
179.50   0.000000   0.000000
180.50   0.000000   0.000000
181.50   0.000000   0.000000
182.50   0.000000   0.000000
183.50   0.000000   0.000000
184.50   0.000000   0.000000
185.50   0.000000   0.000000
186.50   0.000000   0.000000
187.50   0.000000   0.000000
188.50   0.000000   0.000000
189.50   0.000000   0.000000
190.50   0.000000   0.000000
191.50   0.000000   0.000000
192.50   0.000000   0.000000
193.50   0.000000   0.000000
194.50   0.000000   0.000000
195.50   0.000000   0.000000
196.50   0.000000   0.000000
197.50   0.000000   0.000000
198.50   0.000000   0.000000
199.50   0.000000   0.000000
